,w,vowels,unique,usage,avgGreenCommon,avgYellowCommon,avgGreen,avgYellow,entropy,pred_alpha,pred_beta,alpha,beta,avgBoth,steven_entropy
257,flair,2,5,3.54,0.6250000000000001,1.5249999999999997,0.3418447107868682,1.0472468299461526,0.41961579208981165,-0.29164901843739194,-0.032156779101820764,5.243447888298627,5.820304032089844,1.3890915407330207,6.460618272332906
258,ample,2,5,3.71,0.9250000000000003,1.1750000000000003,0.2598575647038388,1.2584679520583637,0.3283710230552247,-0.31366838102060446,-0.024444380861953243,5.353474986000659,4.598833071016887,1.5183255167622025,6.435819061415346
259,cheek,2,4,3.96,0.3750000000000001,0.6500000000000001,0.4306062185165885,0.5044293903074518,0.47296948165309954,-0.17124375046730786,-0.04050643058608411,7.014951339239947,6.181895166988136,0.9350356088240404,4.3592445363077434
260,shame,2,5,4.55,1.1999999999999995,1.2750000000000004,0.41393086677088764,1.3312489143651207,0.4772066513501464,-0.3707398809236272,-0.0389378072152636,2.8079603489365192,2.5575735771350367,1.7451797811360084,7.169173402029174
261,mince,2,5,3.02,0.55,1.0500000000000003,0.37971165537606394,0.956574604828904,0.44978130588777243,-0.2513280073572589,-0.035718861339725676,5.125099648884002,4.871626947534043,1.3362862602049679,4.602358248018277
262,chunk,1,5,3.64,0.15,0.3500000000000001,0.2697585548028487,0.5549765502866076,0.3479328947465349,-0.12166420358914046,-0.025375750988377924,7.136588264351105,7.627581666951906,0.8247351050894564,4.047605350212212
263,royal,2,5,4.85,0.175,1.6000000000000003,0.310578426263679,1.1910717387528227,0.36676793327340335,-0.25504792900248296,-0.029215610281532297,5.16289969052322,4.9433263200595805,1.5016501650165017,6.131791180026093
264,squad,2,5,4.67,0.35000000000000003,1.7249999999999996,0.31561577210352615,1.02258120548897,0.3747831412384936,-0.2666731705820921,-0.029689465258134328,5.02747663078665,4.127311959875113,1.3381969775924962,5.669221242982391
265,black,1,5,5.46,0.5250000000000001,0.7000000000000002,0.3039777661976724,0.7745353482716693,0.37690086344333307,-0.2047902643884523,-0.028594696863915848,4.897185304510456,5.647501707122383,1.0785131144693416,5.555641749111247
266,stair,2,5,3.26,0.9000000000000002,2.025,0.3710265763418447,1.4472815702622894,0.43579486064813194,-0.3875386892919745,-0.03490187000075666,3.8976462152789475,5.76194595595177,1.8183081466041342,7.720272450884046
267,scare,2,5,4.07,1.3499999999999996,1.5999999999999999,0.40229286086503385,1.55428174396387,0.4609181080691923,-0.4239045672973224,-0.037843038821045116,2.9353645606570726,2.831414728228381,1.9565746048289039,7.914176315260798
268,foray,2,5,3.04,0.1,1.4999999999999998,0.4703838804933125,0.8532221643216953,0.5282293290943394,-0.22728698864872807,-0.04424825091856221,5.498644502354704,3.93031047529692,1.3236060448150078,5.41642481062204
269,comma,2,4,3.27,0.1,1.125,0.334549244398124,0.7198193503560882,0.3942329167040983,-0.18015906091392112,-0.03147050637708679,6.300675688509742,4.595690212101905,1.0543685947542123,4.767269930421215
270,natal,2,4,3.41,0.175,1.5,0.32464825429911415,0.8572173006774362,0.3831887679144485,-0.2209248576049039,-0.030539136250662107,5.818562703958994,4.239358078522864,1.1818655549765502,6.212497168314188
271,shawl,1,5,3.17,0.6750000000000002,1.0250000000000001,0.3251693590411673,1.1141219385096404,0.3854491331159203,-0.27099110575212443,-0.03058815573100025,5.071669968684327,3.817213149917077,1.4392912975508076,6.087947412877549
272,fewer,2,4,4.31,0.30000000000000004,1.1,0.46986277575125934,0.5697411846447803,0.504646543018954,-0.19800824244044837,-0.04419923143822407,5.191309409116461,3.1101911620881966,1.0396039603960396,4.5472192302117325
273,trope,2,5,3.1,0.8750000000000002,1.1,0.36598923050199755,1.2622893868334202,0.4402832507669693,-0.3157595600456935,-0.03442801502415463,3.776689716299965,4.798395232181066,1.6282786173354178,5.799009121488964
274,snout,2,5,3.08,0.3750000000000001,1.0750000000000002,0.3282959874934862,1.218863991662324,0.39548188745692875,-0.2520068314984366,-0.030882272613029095,3.7937500421559474,2.92335556132737,1.5471599791558104,5.449624860940377
275,lowly,1,4,3.27,0.07500000000000001,0.22499999999999998,0.4012506513809276,0.44849748132708006,0.4544255265485381,-0.10771359654254688,-0.03774499986036884,5.25118282032618,3.171647861211937,0.8497481327080076,4.637895923280962
276,stove,2,5,3.71,0.9250000000000003,1.0500000000000003,0.3449713392391871,1.3677262463088413,0.40065206954431765,-0.32374233555746157,-0.03245089598384961,3.629148320977998,2.530151794193511,1.7126975855480284,6.473179588919274
277,shall,1,4,5.03,0.7000000000000002,1.0000000000000002,0.3764113253430606,0.975160673962133,0.44423335483359283,-0.2657304385732092,-0.03540840463091745,4.567239662053515,3.4133172413800565,1.3515719993051936,6.184280294419382
278,found,2,5,5.68,0.1,0.7000000000000001,0.4097620288344624,0.6378322042730589,0.4745784027527711,-0.15667449614816106,-0.03854565137255847,2.537495252253132,1.7263968146895519,1.0475942331075212,4.205545152201795
279,nymph,0,5,2.87,0.0,0.175,0.1354872329338197,0.6953274274795901,0.20117850636600823,-0.09318206580902787,-0.012745064887916928,8.260231172514512,7.439719176358121,0.8308146604134098,4.082417937621095
280,epoxy,2,5,3.1,0.025,1.0000000000000004,0.2424874066354004,0.9567483064095883,0.29319702349946153,-0.17597781154597703,-0.02281039818401521,5.901647152839337,4.18709569214178,1.1992357130449887,4.322345819371529
281,depot,2,5,3.95,0.2,1.575,0.306062185165885,1.1955879798506166,0.37974268556652524,-0.25804154702932613,-0.02879077478526841,5.3748916258780035,5.448708315539502,1.5016501650165015,5.230573946693317
282,chest,1,5,4.52,0.45000000000000007,1.5250000000000001,0.2996352266805628,1.334028139656071,0.38063587509524793,-0.2946686148507799,-0.02818620119443134,4.598972968765354,5.926410461946567,1.6336633663366338,5.844842816926507
283,purge,2,5,3.57,0.6000000000000001,1.1250000000000002,0.37623762376237624,0.951189855827688,0.4484801473825098,-0.26038130659077885,-0.03539206480413807,5.307922665226887,4.808623328284713,1.3274274795900642,4.815850110866277
284,slosh,1,4,2.1,0.5750000000000002,0.275,0.350356088240403,0.9260031266284523,0.4207898917359509,-0.2040056801966855,-0.0329574306140104,5.671812052291403,4.654161820486422,1.2763592148688554,5.747389070309745
285,their,2,5,6.33,0.22499999999999998,2.175,0.30033003300330036,1.247351050894563,0.3819865298446324,-0.29992473176092727,-0.028251560501548863,4.472383372627851,5.919284869327934,1.5476810838978634,5.610497592828294
286,renew,2,4,3.73,0.3750000000000001,1.1000000000000003,0.4505819002952927,0.7147820045162411,0.47894628966353886,-0.21653105107264722,-0.042385510665712854,4.948883898673956,4.147633164646206,1.1653639048115338,4.853752086083396
287,allow,2,4,5.01,0.5000000000000001,0.7750000000000002,0.23171790863296857,0.8719819350356088,0.30214998150330097,-0.20753937794106317,-0.02179732892369363,4.642483381798001,3.9820086863170374,1.1036998436685774,5.418566897193582
288,saute,3,5,2.46,1.0750000000000002,2.05,0.5226680562793121,1.399166232412715,0.573545963026886,-0.4175306261033628,-0.04916653877915569,5.008122583085247,5.562525361308615,1.9218342886920272,8.258440740126261
289,movie,3,5,5.16,0.6500000000000001,0.9250000000000004,0.3837067917318048,0.949800243182213,0.44053065245154277,-0.2533963024142573,-0.036094677355651424,4.077646025561344,3.284474629454401,1.333507034914018,4.486787382547879
290,cater,2,5,3.55,0.4,2.5000000000000004,0.5695674830640959,1.1354872329338197,0.5972427441768569,-0.34922928221585614,-0.05357829200958838,2.3286746649569166,1.6746970196121016,1.7050547159979157,6.330557731768533
291,tease,3,4,3.59,1.2750000000000001,1.5499999999999998,0.43303804064616985,1.2996352266805629,0.5002083255864885,-0.3940340621089259,-0.04073518816099543,4.078340836104635,5.199291087568792,1.7326732673267327,7.942664872220494
292,smelt,1,5,2.99,0.45,1.6250000000000002,0.33298593017196454,1.4137571651902032,0.39919754501252286,-0.3094627814237498,-0.03132344793607236,5.034190396641715,4.250938074575501,1.7467430953621679,6.2155977391205255
293,focus,2,5,5.0,0.05,0.9500000000000003,0.5785999652596838,0.7349313878756296,0.563309622951875,-0.18338356312864185,-0.05442796300211615,5.268048555902103,4.8745463230011215,1.3135313531353134,4.007420055053549
294,today,2,5,5.55,0.22499999999999998,1.625,0.42886920270974466,0.9459788084071565,0.48583134429062846,-0.25192451233155244,-0.040343032318290305,5.085394752497148,5.419568951922047,1.3748480111169012,5.674331148115072
295,watch,1,5,5.34,0.1,1.4499999999999997,0.319610908459267,0.7601181170748654,0.3802939412722236,-0.20094619524226773,-0.030065281274060076,2.185492246063572,1.2490908614246323,1.0797290255341325,5.258440740126262
296,lapse,2,5,3.49,0.8500000000000002,1.7,0.38596491228070173,1.5127670661803023,0.44333231268733453,-0.3702461771707084,-0.03630709510378336,5.0414593689880185,5.487618732967756,1.898731978461004,8.395177076918
297,month,1,5,5.25,0.2,0.55,0.3922181691853396,0.7267674135834636,0.45481471226983405,-0.16486503600975727,-0.03689532886784106,5.530673520052333,5.52442857248767,1.1189855827688033,4.816320733946911
298,sweet,2,4,4.91,0.6500000000000001,1.2000000000000002,0.484627410109432,0.9279138440159805,0.5159186246514491,-0.27483582118879707,-0.0455881167144714,4.572744656913811,3.776925663667091,1.4125412541254125,5.8877224216268775
299,hoard,2,5,3.23,0.6500000000000001,1.2999999999999996,0.43355914538822304,0.9852353656418273,0.4933298934817115,-0.2834124890140489,-0.04078420764133358,4.856033155503123,5.41259073610935,1.4187945110300504,5.700155734562679
300,cloth,1,5,4.03,0.375,0.5,0.33402813965607087,0.8582595101615424,0.4118847088053172,-0.18831891397409375,-0.031421486896748646,5.132462346896439,5.86520911152009,1.1922876498176134,5.1019362544462705
301,brine,2,5,3.07,1.1749999999999998,0.8000000000000004,0.41427826993225636,1.0640958832725378,0.4887518104307269,-0.3180011940519301,-0.03897048686882236,3.6542372555931792,3.568791118342211,1.4783741532047943,4.876391652801328
302,ahead,3,4,5.01,0.525,1.7,0.30119854090672227,0.9758554802848706,0.3827332008691512,-0.2806889004355498,-0.02833325963544576,5.109156221525269,4.557140707582534,1.2770540211915928,5.721594205480291
303,mourn,2,5,3.43,0.225,0.8250000000000003,0.3534827166927219,0.8697238144867119,0.41766352076449637,-0.19236771331492603,-0.033251547496039244,4.702494469259079,5.049115769108847,1.2232065311794338,4.794365747538863
304,nasty,1,5,4.22,0.3,1.6999999999999995,0.4182734062879972,1.1688379364252215,0.4704839430436026,-0.2828027099339817,-0.03934630288474811,3.9646241009858882,3.844793972369742,1.5871113427132186,6.368014745935476
305,rupee,3,4,3.04,0.9000000000000002,0.8000000000000003,0.48532221643216955,0.7241618898731979,0.5228735893160945,-0.26124075504068894,-0.04565347602158892,5.91571725765466,4.7844306199872335,1.2094841063053674,4.751658399144087
306,choke,2,5,3.72,0.6250000000000001,0.5250000000000001,0.35313531353135313,0.914538822303283,0.42850114521925525,-0.2234343108181043,-0.03321886784248049,5.243447888298627,5.820304032089844,1.2676741358346362,4.472994069078359
307,chant,1,5,3.6,0.6500000000000001,0.9750000000000004,0.3581726593712003,0.8570435990967518,0.43515622953342864,-0.24734826737473267,-0.03369272281908252,4.762563404026959,5.487531990418643,1.215216258467952,5.844842816926507
308,spill,1,4,3.84,0.6000000000000001,0.5750000000000001,0.33350703491401773,0.9112384922702796,0.3991282428112897,-0.2203062837424268,-0.031372467416410504,4.761434085492287,4.603294753190396,1.2447455271842973,5.558788304428111
309,vivid,2,3,3.75,0.125,0.6750000000000002,0.2810491575473337,0.25586242834809797,0.34683516663360514,-0.11048656849371477,-0.026437839729037644,5.6260689574704354,3.7392750763338585,0.5369115858954316,4.038791607391423
310,bloke,2,5,3.55,0.6500000000000001,0.5500000000000002,0.36720514156678824,0.9913149209657808,0.4429092586630824,-0.23594335172440203,-0.03454239381161029,4.3074595231445745,3.835570209283626,1.358520062532569,5.258440740126262
311,trove,2,5,3.04,0.8750000000000002,1.1,0.3425395171096057,1.1750911933298593,0.41009214974080005,-0.30482221709603824,-0.03222213840893828,3.356323427426308,2.365708523381365,1.517630710439465,5.799009121488964
312,thorn,1,5,3.48,0.25,0.9500000000000004,0.28556539864512764,1.0187597707139135,0.3650318320939174,-0.21026422707373257,-0.02686267522530153,4.850128379460546,6.476520881295858,1.3043251693590412,5.949875787115592
313,other,2,5,6.16,0.3500000000000001,1.6749999999999996,0.32968560013896125,1.2741010943199582,0.3565898340861158,-0.2846220816455162,-0.031012991227264135,3.7480617461218997,3.753797500923239,1.6037866944589194,5.414642164848597
314,tacit,2,4,2.94,0.3500000000000001,1.6499999999999997,0.37067917318047594,0.7564703838804933,0.43313316732918217,-0.24436117317017406,-0.0348691903471979,4.624402588528271,3.967424317137252,1.127149557060969,5.560758392185967
315,swill,1,4,2.32,0.6000000000000001,0.5750000000000001,0.32794858433211743,0.838631231544207,0.391594298937103,-0.2129953097349157,-0.03084959295947033,5.006597975940906,2.621157263857281,1.1665798158763245,5.558788304428111
316,dodge,2,4,3.93,0.6500000000000001,0.7000000000000002,0.37710613166579815,0.8012853916970645,0.4342519483749727,-0.22651191484960134,-0.03547376393803497,4.186070077810178,3.0092512610056894,1.1783915233628626,4.537875065585274
317,shake,2,5,4.33,1.1999999999999995,1.2250000000000003,0.4234844537085288,1.2787910369984368,0.4879500904082811,-0.364251088700775,-0.03983649768812952,3.0177386637365786,2.122401547424217,1.7022754907069655,7.169173402029174
318,caulk,2,5,2.29,0.22499999999999998,1.2999999999999992,0.38058016327948585,0.7628973423658155,0.441039135669323,-0.21227970500263918,-0.035800560473622574,4.385822649449316,3.6430404853529463,1.1434775056453015,5.330893906776669
319,aroma,3,4,3.23,0.675,0.9750000000000004,0.2782699322563835,0.9404203578252562,0.35452507561981017,-0.24932638128401394,-0.026176402500567558,4.424105756293898,4.240363407696883,1.2186902900816396,5.5682693574389965
320,cynic,1,4,2.81,0.175,0.47500000000000003,0.21660587111342713,0.6044815007816571,0.28054203565782815,-0.12908659854808965,-0.02037576399388754,4.424105756293898,4.240363407696883,0.8210873718950842,4.1040894239035355
321,robin,2,5,4.33,0.225,0.9750000000000002,0.3116206357477853,0.9767239881882925,0.3713722741852327,-0.2058605714443852,-0.029313649242208584,4.984046075254368,5.169464827804807,1.2883446239360778,4.846283830904366
322,ultra,2,5,4.23,0.25,2.15,0.20896300156331424,1.2706270627062706,0.2822083627369322,-0.2931048381398042,-0.019656811615594807,4.697185629740202,4.5210531629276085,1.4795900642695847,7.073811545906314
323,ulcer,2,5,3.03,0.32500000000000007,1.625,0.39048115337849576,1.0960569741184645,0.4280577838065588,-0.2703208531681073,-0.03673193060004726,4.474219925380314,3.5679813455409257,1.4865381274969602,5.154520554128725
324,pause,3,5,4.0,0.8500000000000002,1.825,0.43095362167795725,1.3814486711829077,0.49079180074501766,-0.37040128374871867,-0.04053911023964287,4.144274318351578,4.157312834725629,1.812402292860865,7.309203853808148
325,humor,2,5,4.19,0.125,0.9000000000000005,0.28573910022581206,0.8556539864512767,0.36329647975934415,-0.17907232945012014,-0.02687901505208091,4.840222533462589,4.404702430547935,1.1413930866770887,4.678603271582973
326,frame,2,5,4.58,1.2249999999999996,1.2,0.3755428174396387,1.130623588674657,0.44674553085082147,-0.34795931593947005,-0.03532670549702054,2.9782500031906487,2.5597821211742673,1.5061664061142956,6.270642551465936
327,elder,2,4,4.06,0.4000000000000001,1.4749999999999999,0.3988188292513462,0.936251519888831,0.43943153247588834,-0.2565833909071889,-0.03751624228545751,4.369185269715334,2.8703032878330923,1.3350703491401772,5.351891247496253
328,skill,1,4,4.42,0.6000000000000001,0.5750000000000001,0.31891610213652943,0.863470557582074,0.37778046751800115,-0.2138240802473628,-0.029999921966942553,4.863314712171728,3.8536068363208855,1.1823866597186035,5.558788304428111
329,aloft,2,5,3.08,0.6000000000000002,1.1250000000000002,0.27792252909501475,1.1108216084766371,0.35350354335537004,-0.2650747900563509,-0.026143722847008794,5.378099589541236,4.90916833669469,1.3887441375716518,6.044845267026973
330,pleat,2,5,2.19,0.35000000000000003,2.1500000000000004,0.31995831162063576,1.3272537780093798,0.40222809842247564,-0.32122045631790874,-0.03009796092761884,3.920095484752093,4.179404620783197,1.6472120896300155,6.437990160456974
331,shard,1,5,3.0,0.8250000000000003,1.4999999999999996,0.40663540038214346,1.2063574778530484,0.4752808285877155,-0.3317719358042523,-0.03825153449052963,3.7182274977368053,3.2835140324099927,1.6129928782351919,6.337296160837501
332,moist,2,5,3.69,0.6500000000000001,0.9750000000000002,0.4068091019628279,1.1509466736147298,0.46976467945747546,-0.277361527022298,-0.038267874317309006,3.7670633852449456,4.669068705246848,1.5577557755775577,5.3278711480482315
333,those,2,5,5.9,0.8000000000000002,1.225,0.3444502344971339,1.4544033350703491,0.42068128471424365,-0.3301396012863502,-0.032401876503511465,4.242039545578144,5.237053031516718,1.798853569567483,6.536129752465904
334,light,1,5,5.33,0.15000000000000002,1.0499999999999998,0.2633315963175265,0.8233454924439813,0.3281347910685974,-0.18384023268772623,-0.02477117739754085,2.9722631925901024,2.8427922895464786,1.0866770887615078,5.0950676279071025
335,wrung,1,5,2.36,0.3500000000000001,0.5500000000000002,0.2508250825082508,0.6989751606739621,0.3231918939659344,-0.16508363728662825,-0.023594709869425464,6.429577876514312,5.3819872320939295,0.949800243182213,4.6673096850482585
336,could,2,5,6.06,0.15,0.8250000000000001,0.4273058884835852,0.7425742574257426,0.491452232607284,-0.18036333649997055,-0.04019597387727589,5.1011148661444015,5.437409101051597,1.1698801459093278,4.762500686273343
337,perky,1,5,2.95,0.07500000000000001,1.3249999999999997,0.4219211394823693,0.8558276880319611,0.48974174398438997,-0.2108993669876866,-0.0396894392471151,4.288304825850967,3.332618517797419,1.2777488275143303,4.7516583991440875
338,mount,2,5,4.47,0.19999999999999998,0.8000000000000003,0.3939551849921834,0.7727983324648254,0.459329045192141,-0.18376414219092965,-0.03705872713563486,4.450141197301237,4.827583699499375,1.1667535174570087,4.814909325022121
339,whack,1,5,3.43,0.4250000000000001,0.6750000000000002,0.2530832030571478,0.6548549591801286,0.32558245217976867,-0.17657348681245427,-0.02380712761755741,5.424256062513197,4.986980316838064,0.9079381622372764,5.073248982030639
340,sugar,2,5,4.68,0.4000000000000001,1.9000000000000001,0.3712002779225291,1.2023623414973077,0.43886182365104487,-0.30479779564471526,-0.03491820982753604,4.76183581835228,4.633443418747669,1.5735626194198367,6.541566563899524
341,knoll,1,4,2.9,0.05,0.325,0.22754907069654334,0.7073128365468125,0.29878311207213254,-0.11817885761530879,-0.0214051730809885,5.7102533371908635,3.790427631944855,0.9348619072433559,5.006748503097612
342,crimp,1,5,2.61,0.6750000000000002,0.4500000000000001,0.29372937293729373,0.7943373284696891,0.36459863259192443,-0.2071804258903638,-0.027630647083932407,5.808403346225569,6.026903410855287,1.0880667014069827,4.634157293095453
343,wince,2,5,2.61,0.55,1.0000000000000002,0.367552544728157,0.910022581205489,0.4368058403481473,-0.24295139026854795,-0.034575073465169054,5.236321836794999,4.194601354033546,1.2775751259336459,4.602358248018277
344,prick,1,5,3.6,0.6000000000000001,0.4750000000000001,0.29720340455098143,0.7479590064269585,0.3719632080967266,-0.1971059916848444,-0.027957443619520017,4.597650166018749,4.9709718895152255,1.0451624109779398,4.634157293095453
345,robot,2,4,4.24,0.19999999999999998,0.8750000000000003,0.3350703491401772,0.7288518325516762,0.3959867062484584,-0.1776289475170165,-0.03151952585742493,4.840840039089312,5.213787092372567,1.0639221816918534,5.5326454477082745
346,point,2,5,5.54,0.5000000000000001,0.65,0.4445023449713392,0.829077644606566,0.507555484282594,-0.21748498121703172,-0.04181361672843454,4.266772299390792,5.750442340030657,1.2735799895779052,4.97776867317641
347,proxy,1,5,3.73,0.30000000000000004,0.32500000000000007,0.3467083550460309,0.6616293208268196,0.4050073424482284,-0.15182019925100645,-0.03261429425164341,4.859274483221217,3.019805151818918,1.0083376758728506,4.6395606516247865
348,shire,2,5,3.47,1.2499999999999993,1.2000000000000004,0.4196630189334723,1.3795379537953796,0.4870860888060955,-0.37719567177074753,-0.039477021498983154,4.5694112638470346,5.049751623472392,1.7992009727288518,6.4978800295475985
349,solar,2,5,4.53,0.37500000000000006,1.9,0.4799374674309536,1.394649991314921,0.5364061654688905,-0.329384140397925,-0.04514694139142812,4.575521454177832,5.161623782810222,1.8745874587458746,7.83957137925639
350,panic,2,5,4.26,0.19999999999999998,1.4249999999999994,0.35747785304846275,0.8834462393607782,0.4118993377870436,-0.22462221159616783,-0.03362736351196499,5.43236094013968,6.52268946092861,1.2409240924092408,4.877618956185331
351,tangy,1,5,2.64,0.15,1.3749999999999998,0.44415494180997045,0.7340628799722078,0.49964525367553503,-0.2118722774976552,-0.041780937074875776,3.927910394108192,3.240420937161491,1.1782178217821782,5.525317212254449
352,abbey,2,4,3.88,0.6000000000000001,1.2750000000000004,0.40802501302761857,0.8005905853743269,0.43328507354866147,-0.2538357191925824,-0.03838225310476467,5.082867236687033,3.5354317936697184,1.2086155984019455,5.673478239405105
353,favor ,2,6,4.58,0.1,1.4999999999999998,0.3529616119506688,0.8719819350356088,0.41258288765217715,-0.2171782589535672,-0.03320252801570111,4.185153515354469,2.9963718240256205,1.2249435469862777,5.461354153522484
354,drink,1,5,4.9,0.6750000000000002,0.7000000000000002,0.31474726420010424,0.8254299114121939,0.39075034855083335,-0.22694110959492095,-0.02960776612423743,5.43236094013968,6.52268946092861,1.140177175612298,4.809980239309967
355,query,2,5,3.64,0.3,1.3999999999999995,0.33784957443112734,0.8688553065832899,0.4008357679483289,-0.23151757920642824,-0.031780963085895016,4.819449060391371,3.741679285038062,1.2067048810144172,4.801336424850391
356,gorge,2,4,3.4,0.5750000000000001,0.9750000000000005,0.42313705054716,0.8818829251346187,0.48084656352250194,-0.24617211053410354,-0.03980381803457076,4.6294688996956745,3.179491732097351,1.3050199756817786,4.88994975809605
357,crank,1,5,3.61,0.8250000000000003,0.8000000000000003,0.3526142087893,0.8811881188118812,0.42548637059055655,-0.257377545697143,-0.033169848362142346,4.23233190936903,3.768713770951103,1.2338023276011811,5.581008469269674
358,slump,1,5,3.36,0.3750000000000001,0.6500000000000001,0.29112384922702794,1.0126802153899601,0.357284493433143,-0.20523687716066136,-0.0273855496822417,6.17203776187586,5.790944694675336,1.3038040646169882,5.233085165849367
